Year,Match Number,Date,Stadium,City,Match,F,Bowling team,Total Score conceded,Wicket,Bowler Name,Overs,Maidens,Runs,Wickets,No Balls,Wides,Economies
2023,19th Match,21-October-2023,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow,Netherlands vs Sri Lanka,"19th Match, Lucknow, October 21, 2023,
ICC Cricket World Cup",Netherlands,263,5,Aryan Dutt,10,0,44,3,0,2,4.4
2023,19th Match,21-October-2023,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow,Netherlands vs Sri Lanka,"19th Match, Lucknow, October 21, 2023,
ICC Cricket World Cup",Netherlands,263,5,Logan van Beek,10,0,57,0,0,0,5.7
2023,19th Match,21-October-2023,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow,Netherlands vs Sri Lanka,"19th Match, Lucknow, October 21, 2023,
ICC Cricket World Cup",Netherlands,263,5,Paul van Meekeren,8,1,39,1,0,6,4.9
2023,19th Match,21-October-2023,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow,Netherlands vs Sri Lanka,"19th Match, Lucknow, October 21, 2023,
ICC Cricket World Cup",Netherlands,263,5,Bas de Leede,3,0,29,0,0,2,9.7
2023,19th Match,21-October-2023,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow,Netherlands vs Sri Lanka,"19th Match, Lucknow, October 21, 2023,
ICC Cricket World Cup",Netherlands,263,5,Roelof van der Merwe,9,0,42,0,0,1,4.7
2023,19th Match,21-October-2023,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow,Netherlands vs Sri Lanka,"19th Match, Lucknow, October 21, 2023,
ICC Cricket World Cup",Netherlands,263,5,Colin Ackermann,8.2,0,39,1,0,0,4.7
2023,20th Match ,21-October-2023,Wankhede Stadium,Mumbai,South Africa vs England,"20th Match (D/N), Wankhede, October 21, 2023,
ICC Cricket World Cup",England,399,7,Reece Topley,8.5,0,88,3,0,4,10
2023,20th Match ,21-October-2023,Wankhede Stadium,Mumbai,South Africa vs England,"20th Match (D/N), Wankhede, October 21, 2023,
ICC Cricket World Cup",England,399,7,David Willey,9,1,61,0,1,3,6.8
2023,20th Match ,21-October-2023,Wankhede Stadium,Mumbai,South Africa vs England,"20th Match (D/N), Wankhede, October 21, 2023,
ICC Cricket World Cup",England,399,7,Joe Root,6.1,0,48,0,0,0,7.8
2023,20th Match ,21-October-2023,Wankhede Stadium,Mumbai,South Africa vs England,"20th Match (D/N), Wankhede, October 21, 2023,
ICC Cricket World Cup",England,399,7,Gus Atkinson,9,0,60,2,0,1,6.7
2023,20th Match ,21-October-2023,Wankhede Stadium,Mumbai,South Africa vs England,"20th Match (D/N), Wankhede, October 21, 2023,
ICC Cricket World Cup",England,399,7,Mark Wood,7,0,76,0,0,1,10.9
2023,20th Match ,21-October-2023,Wankhede Stadium,Mumbai,South Africa vs England,"20th Match (D/N), Wankhede, October 21, 2023,
ICC Cricket World Cup",England,399,7,Adil Rashid,10,0,61,2,0,0,6.1
2023,20th Match ,21-October-2023,Wankhede Stadium,Mumbai,South Africa vs England,"20th Match (D/N), Wankhede, October 21, 2023,
ICC Cricket World Cup",South Africa,170,10,Lungi Ngidi,5,1,26,2,0,3,5.2
2023,20th Match ,21-October-2023,Wankhede Stadium,Mumbai,South Africa vs England,"20th Match (D/N), Wankhede, October 21, 2023,
ICC Cricket World Cup",South Africa,170,10,Marco Jansen,5,0,35,2,0,1,7
2023,20th Match ,21-October-2023,Wankhede Stadium,Mumbai,South Africa vs England,"20th Match (D/N), Wankhede, October 21, 2023,
ICC Cricket World Cup",South Africa,170,10,Kagiso Rabada,6,1,38,1,1,0,6.3
2023,20th Match ,21-October-2023,Wankhede Stadium,Mumbai,South Africa vs England,"20th Match (D/N), Wankhede, October 21, 2023,
ICC Cricket World Cup",South Africa,170,10,Gerald Coetzee,4,0,35,3,0,1,8.8
2023,20th Match ,21-October-2023,Wankhede Stadium,Mumbai,South Africa vs England,"20th Match (D/N), Wankhede, October 21, 2023,
ICC Cricket World Cup",South Africa,170,10,Keshav Maharaj,2,0,27,1,0,0,13.5
2023,21st Match ,22-October-2023,Himachal Pradesh Cricket Association Stadium, Dharamsala,New Zealand vs India,"21st Match (D/N), Dharamsala, October 22, 2023,
ICC Cricket World Cup",India,273,10,Jasprit Bumrah,10,1,45,1,0,0,4.5
2023,21st Match ,22-October-2023,Himachal Pradesh Cricket Association Stadium, Dharamsala,New Zealand vs India,"21st Match (D/N), Dharamsala, October 22, 2023,
ICC Cricket World Cup",India,273,10,Mohammed Siraj,10,1,45,1,0,4,4.5
2023,21st Match ,22-October-2023,Himachal Pradesh Cricket Association Stadium, Dharamsala,New Zealand vs India,"21st Match (D/N), Dharamsala, October 22, 2023,
ICC Cricket World Cup",India,273,10,Mohammed Shami,10,0,54,5,0,0,5.4
2023,21st Match ,22-October-2023,Himachal Pradesh Cricket Association Stadium, Dharamsala,New Zealand vs India,"21st Match (D/N), Dharamsala, October 22, 2023,
ICC Cricket World Cup",India,273,10,Ravindra Jadeja,10,0,48,0,0,0,4.8
2023,21st Match ,22-October-2023,Himachal Pradesh Cricket Association Stadium, Dharamsala,New Zealand vs India,"21st Match (D/N), Dharamsala, October 22, 2023,
ICC Cricket World Cup",India,273,10,Kuldeep Yadav,10,0,73,2,0,3,7.3
2023,21st Match ,22-October-2023,Himachal Pradesh Cricket Association Stadium, Dharamsala,New Zealand vs India,"21st Match (D/N), Dharamsala, October 22, 2023,
ICC Cricket World Cup",New Zealand,274,6,Trent Boult,10,0,60,1,0,1,6
2023,21st Match ,22-October-2023,Himachal Pradesh Cricket Association Stadium, Dharamsala,New Zealand vs India,"21st Match (D/N), Dharamsala, October 22, 2023,
ICC Cricket World Cup",New Zealand,274,6,Matt Henry,9,0,55,1,0,0,6.1
2023,21st Match ,22-October-2023,Himachal Pradesh Cricket Association Stadium, Dharamsala,New Zealand vs India,"21st Match (D/N), Dharamsala, October 22, 2023,
ICC Cricket World Cup",New Zealand,274,6,Mitchell Santner,10,0,37,1,0,0,3.7
2023,21st Match ,22-October-2023,Himachal Pradesh Cricket Association Stadium, Dharamsala,New Zealand vs India,"21st Match (D/N), Dharamsala, October 22, 2023,
ICC Cricket World Cup",New Zealand,274,6,Lockie Ferguson,8,0,63,2,0,2,7.9
2023,21st Match ,22-October-2023,Himachal Pradesh Cricket Association Stadium, Dharamsala,New Zealand vs India,"21st Match (D/N), Dharamsala, October 22, 2023,
ICC Cricket World Cup",New Zealand,274,6,Rachin Ravindra,9,0,46,0,0,1,5.1
2023,21st Match ,22-October-2023,Himachal Pradesh Cricket Association Stadium, Dharamsala,New Zealand vs India,"21st Match (D/N), Dharamsala, October 22, 2023,
ICC Cricket World Cup",New Zealand,274,6,Glenn Phillips,2,0,12,0,0,0,6
2023,22nd Match ,23-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs Afghanistan,"22nd Match (D/N), Chennai, October 23, 2023,
ICC Cricket World Cup",Afghanistan,282,7,Naveen-ul-Haq,7,0,52,2,0,3,7.4
2023,22nd Match ,23-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs Afghanistan,"22nd Match (D/N), Chennai, October 23, 2023,
ICC Cricket World Cup",Afghanistan,282,7,Mujeeb Ur Rahman,8,0,55,0,0,0,6.9
2023,22nd Match ,23-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs Afghanistan,"22nd Match (D/N), Chennai, October 23, 2023,
ICC Cricket World Cup",Afghanistan,282,7,Mohammad Nabi,10,0,31,1,0,0,3.1
2023,22nd Match ,23-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs Afghanistan,"22nd Match (D/N), Chennai, October 23, 2023,
ICC Cricket World Cup",Afghanistan,282,7,Azmatullah Omarzai,5,0,50,1,0,3,10
2023,22nd Match ,23-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs Afghanistan,"22nd Match (D/N), Chennai, October 23, 2023,
ICC Cricket World Cup",Afghanistan,282,7,Rashid Khan,10,0,41,0,0,0,4.1
2023,22nd Match ,23-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs Afghanistan,"22nd Match (D/N), Chennai, October 23, 2023,
ICC Cricket World Cup",Afghanistan,282,7,Noor Ahmad,10,0,49,3,1,6,4.9
2023,22nd Match ,23-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs Afghanistan,"22nd Match (D/N), Chennai, October 23, 2023,
ICC Cricket World Cup",Pakistan,286,2,Shaheen Afridi,10,0,58,1,0,2,5.8
2023,22nd Match ,23-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs Afghanistan,"22nd Match (D/N), Chennai, October 23, 2023,
ICC Cricket World Cup",Pakistan,286,2,Hasan Ali,10,1,44,1,0,1,4.4
2023,22nd Match ,23-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs Afghanistan,"22nd Match (D/N), Chennai, October 23, 2023,
ICC Cricket World Cup",Pakistan,286,2,Haris Rauf,8,1,53,0,0,3,6.6
2023,22nd Match ,23-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs Afghanistan,"22nd Match (D/N), Chennai, October 23, 2023,
ICC Cricket World Cup",Pakistan,286,2,Usama Mir,8,0,55,0,1,2,6.9
2023,22nd Match ,23-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs Afghanistan,"22nd Match (D/N), Chennai, October 23, 2023,
ICC Cricket World Cup",Pakistan,286,2,Shadab Khan,8,0,49,0,0,0,6.1
2023,22nd Match ,23-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs Afghanistan,"22nd Match (D/N), Chennai, October 23, 2023,
ICC Cricket World Cup",Pakistan,286,2,Iftikhar Ahmed,5,0,27,0,0,0,5.4
2023,23rd Match ,24-October-2023,Wankhede Stadium,Mumbai,South Africa vs Bangladesh,"23rd Match (D/N), Wankhede, October 24, 2023,
ICC Cricket World Cup",Bangladesh,382,5,Mustafizur Rahman,9,0,76,0,0,2,8.4
2023,23rd Match ,24-October-2023,Wankhede Stadium,Mumbai,South Africa vs Bangladesh,"23rd Match (D/N), Wankhede, October 24, 2023,
ICC Cricket World Cup",Bangladesh,382,5,Mehidy Hasan Miraz,9,0,44,1,0,2,4.9
2023,23rd Match ,24-October-2023,Wankhede Stadium,Mumbai,South Africa vs Bangladesh,"23rd Match (D/N), Wankhede, October 24, 2023,
ICC Cricket World Cup",Bangladesh,382,5,Shoriful Islam,9,0,76,1,0,0,8.4
2023,23rd Match ,24-October-2023,Wankhede Stadium,Mumbai,South Africa vs Bangladesh,"23rd Match (D/N), Wankhede, October 24, 2023,
ICC Cricket World Cup",Bangladesh,382,5,Shakib Al Hasan,9,0,69,1,0,1,7.7
2023,23rd Match ,24-October-2023,Wankhede Stadium,Mumbai,South Africa vs Bangladesh,"23rd Match (D/N), Wankhede, October 24, 2023,
ICC Cricket World Cup",Bangladesh,382,5,Hasan Mahmud,6,0,67,2,0,1,11.2
2023,23rd Match ,24-October-2023,Wankhede Stadium,Mumbai,South Africa vs Bangladesh,"23rd Match (D/N), Wankhede, October 24, 2023,
ICC Cricket World Cup",Bangladesh,382,5,Nasum Ahmed ,5,0,27,0,0,0,5.4
2023,23rd Match ,24-October-2023,Wankhede Stadium,Mumbai,South Africa vs Bangladesh,"23rd Match (D/N), Wankhede, October 24, 2023,
ICC Cricket World Cup",Bangladesh,382,5,Mahmudullah,3,0,20,0,0,1,6.7
2023,23rd Match ,24-October-2023,Wankhede Stadium,Mumbai,South Africa vs Bangladesh,"23rd Match (D/N), Wankhede, October 24, 2023,
ICC Cricket World Cup",South Africa,233,10,Marco Jansen,8,0,39,2,0,5,4.9
2023,23rd Match ,24-October-2023,Wankhede Stadium,Mumbai,South Africa vs Bangladesh,"23rd Match (D/N), Wankhede, October 24, 2023,
ICC Cricket World Cup",South Africa,233,10,Lizaad Williams,8.4,1,56,2,0,6,6.5
2023,23rd Match ,24-October-2023,Wankhede Stadium,Mumbai,South Africa vs Bangladesh,"23rd Match (D/N), Wankhede, October 24, 2023,
ICC Cricket World Cup",South Africa,233,10,Gerald Coetzee,10,0,62,3,1,1,6.2
2023,23rd Match ,24-October-2023,Wankhede Stadium,Mumbai,South Africa vs Bangladesh,"23rd Match (D/N), Wankhede, October 24, 2023,
ICC Cricket World Cup",South Africa,233,10,Kagiso Rabada,10,1,42,2,1,0,4.2
2023,23rd Match ,24-October-2023,Wankhede Stadium,Mumbai,South Africa vs Bangladesh,"23rd Match (D/N), Wankhede, October 24, 2023,
ICC Cricket World Cup",South Africa,233,10,Keshav Maharaj,10,0,32,1,0,1,3.2
2023,24th Match ,25-October-2023,Arun Jaitley Stadium, Delhi,Australia vs Netherlands,"24th Match (D/N), Delhi, October 25, 2023,
ICC Cricket World Cup",Netherlands,399,8,Aryan Dutt,7,0,59,1,0,0,8.4
2023,24th Match ,25-October-2023,Arun Jaitley Stadium, Delhi,Australia vs Netherlands,"24th Match (D/N), Delhi, October 25, 2023,
ICC Cricket World Cup",Netherlands,399,8,Colin Ackermann,4,0,19,0,0,0,4.8
2023,24th Match ,25-October-2023,Arun Jaitley Stadium, Delhi,Australia vs Netherlands,"24th Match (D/N), Delhi, October 25, 2023,
ICC Cricket World Cup",Netherlands,399,8,Logan van Beek,10,0,74,4,0,5,7.4
2023,24th Match ,25-October-2023,Arun Jaitley Stadium, Delhi,Australia vs Netherlands,"24th Match (D/N), Delhi, October 25, 2023,
ICC Cricket World Cup",Netherlands,399,8,Paul van Meekeren,10,0,64,0,0,3,6.4
2023,24th Match ,25-October-2023,Arun Jaitley Stadium, Delhi,Australia vs Netherlands,"24th Match (D/N), Delhi, October 25, 2023,
ICC Cricket World Cup",Netherlands,399,8,Vikramjit Singh,4,0,27,0,0,1,6.8
2023,24th Match ,25-October-2023,Arun Jaitley Stadium, Delhi,Australia vs Netherlands,"24th Match (D/N), Delhi, October 25, 2023,
ICC Cricket World Cup",Netherlands,399,8,Roelof van der Merwe,5,0,41,0,0,1,8.2
2023,24th Match ,25-October-2023,Arun Jaitley Stadium, Delhi,Australia vs Netherlands,"24th Match (D/N), Delhi, October 25, 2023,
ICC Cricket World Cup",Netherlands,399,8,Bas de Leede,10,0,115,2,1,1,11.5
2023,24th Match ,25-October-2023,Arun Jaitley Stadium, Delhi,Australia vs Netherlands,"24th Match (D/N), Delhi, October 25, 2023,
ICC Cricket World Cup",Australia,90,10,Bas de Leede,4,0,22,1,0,2,5.5
2023,24th Match ,25-October-2023,Arun Jaitley Stadium, Delhi,Australia vs Netherlands,"24th Match (D/N), Delhi, October 25, 2023,
ICC Cricket World Cup",Australia,90,10,Josh Hazlewood,6,0,27,1,0,2,4.5
2023,24th Match ,25-October-2023,Arun Jaitley Stadium, Delhi,Australia vs Netherlands,"24th Match (D/N), Delhi, October 25, 2023,
ICC Cricket World Cup",Australia,90,10,Pat Cummins,4,0,14,1,0,0,3.5
2023,24th Match ,25-October-2023,Arun Jaitley Stadium, Delhi,Australia vs Netherlands,"24th Match (D/N), Delhi, October 25, 2023,
ICC Cricket World Cup",Australia,90,10,Mitchell Marsh,4,0,19,2,0,3,4.8
2023,24th Match ,25-October-2023,Arun Jaitley Stadium, Delhi,Australia vs Netherlands,"24th Match (D/N), Delhi, October 25, 2023,
ICC Cricket World Cup",Australia,90,10,Adam Zampa,3,0,8,4,0,0,2.7
2023,25th Match ,26-October-2023,M.Chinnaswamy Stadium, Bengaluru,England vs Sri Lanka,"25th Match (D/N), Bengaluru, October 26, 2023,
ICC Cricket World Cup",Sri Lanka,156,10,Dilshan Madushanka,5,0,37,0,0,0,7.4
2023,25th Match ,26-October-2023,M.Chinnaswamy Stadium, Bengaluru,England vs Sri Lanka,"25th Match (D/N), Bengaluru, October 26, 2023,
ICC Cricket World Cup",Sri Lanka,156,10,Kasun Rajitha,7,0,36,2,0,1,5.1
2023,25th Match ,26-October-2023,M.Chinnaswamy Stadium, Bengaluru,England vs Sri Lanka,"25th Match (D/N), Bengaluru, October 26, 2023,
ICC Cricket World Cup",Sri Lanka,156,10,Maheesh Theekshana,8.2,1,21,1,0,3,2.5
2023,25th Match ,26-October-2023,M.Chinnaswamy Stadium, Bengaluru,England vs Sri Lanka,"25th Match (D/N), Bengaluru, October 26, 2023,
ICC Cricket World Cup",Sri Lanka,156,10,Angelo Mathews,5,1,14,2,0,0,2.8
2023,25th Match ,26-October-2023,M.Chinnaswamy Stadium, Bengaluru,England vs Sri Lanka,"25th Match (D/N), Bengaluru, October 26, 2023,
ICC Cricket World Cup",Sri Lanka,156,10,Lahiru Kumara,7,0,35,3,0,0,5
2023,25th Match ,26-October-2023,M.Chinnaswamy Stadium, Bengaluru,England vs Sri Lanka,"25th Match (D/N), Bengaluru, October 26, 2023,
ICC Cricket World Cup",Sri Lanka,156,10,Dhananjaya de Silva,1,0,10,0,0,0,10
2023,25th Match ,26-October-2023,M.Chinnaswamy Stadium, Bengaluru,England vs Sri Lanka,"25th Match (D/N), Bengaluru, October 26, 2023,
ICC Cricket World Cup",England,160,2,Chris Woakes,6,0,30,0,0,2,5
2023,25th Match ,26-October-2023,M.Chinnaswamy Stadium, Bengaluru,England vs Sri Lanka,"25th Match (D/N), Bengaluru, October 26, 2023,
ICC Cricket World Cup",England,160,2,David Willey,5,0,30,2,0,1,6
2023,25th Match ,26-October-2023,M.Chinnaswamy Stadium, Bengaluru,England vs Sri Lanka,"25th Match (D/N), Bengaluru, October 26, 2023,
ICC Cricket World Cup",England,160,2,Adil Rashid,4.4,0,39,0,0,0,8.4
2023,25th Match ,26-October-2023,M.Chinnaswamy Stadium, Bengaluru,England vs Sri Lanka,"25th Match (D/N), Bengaluru, October 26, 2023,
ICC Cricket World Cup",England,160,2,Mark Wood,4,0,23,0,0,0,5.8
2023,25th Match ,26-October-2023,M.Chinnaswamy Stadium, Bengaluru,England vs Sri Lanka,"25th Match (D/N), Bengaluru, October 26, 2023,
ICC Cricket World Cup",England,160,2,Liam Livingstone,3,0,17,0,0,0,5.7
2023,25th Match ,26-October-2023,M.Chinnaswamy Stadium, Bengaluru,England vs Sri Lanka,"25th Match (D/N), Bengaluru, October 26, 2023,
ICC Cricket World Cup",England,160,2,Moeen Ali,3,0,21,0,0,0,7
2023,26th Match ,27-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs South Africa,"26th Match (D/N), Chennai, October 27, 2023,
ICC Cricket World Cup",South Africa,270,10,Marco Jansen,9,1,43,3,2,6,4.8
2023,26th Match ,27-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs South Africa,"26th Match (D/N), Chennai, October 27, 2023,
ICC Cricket World Cup",South Africa,270,10,Lungi Ngidi,7.4,0,45,1,0,3,5.9
2023,26th Match ,27-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs South Africa,"26th Match (D/N), Chennai, October 27, 2023,
ICC Cricket World Cup",South Africa,270,10,Aiden Markram,4,0,20,0,0,0,5
2023,26th Match ,27-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs South Africa,"26th Match (D/N), Chennai, October 27, 2023,
ICC Cricket World Cup",South Africa,270,10,Keshav Maharaj,9,0,56,0,0,0,6.2
2023,26th Match ,27-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs South Africa,"26th Match (D/N), Chennai, October 27, 2023,
ICC Cricket World Cup",South Africa,270,10,Gerald Coetzee,7,0,42,2,0,1,6
2023,26th Match ,27-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs South Africa,"26th Match (D/N), Chennai, October 27, 2023,
ICC Cricket World Cup",South Africa,270,10,Tabraiz Shamsi,10,0,60,4,2,1,6
2023,26th Match ,27-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs South Africa,"26th Match (D/N), Chennai, October 27, 2023,
ICC Cricket World Cup",Pakistan,271,9,Iftikhar Ahmed,3,0,23,0,0,5,7.7
2023,26th Match ,27-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs South Africa,"26th Match (D/N), Chennai, October 27, 2023,
ICC Cricket World Cup",Pakistan,271,9,Shaheen Afridi,10,0,45,3,0,3,4.5
2023,26th Match ,27-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs South Africa,"26th Match (D/N), Chennai, October 27, 2023,
ICC Cricket World Cup",Pakistan,271,9,Mohammad Nawaz,6.2,0,40,0,0,0,6.3
2023,26th Match ,27-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs South Africa,"26th Match (D/N), Chennai, October 27, 2023,
ICC Cricket World Cup",Pakistan,271,9,Haris Rauf,10,0,62,2,0,2,6.2
2023,26th Match ,27-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs South Africa,"26th Match (D/N), Chennai, October 27, 2023,
ICC Cricket World Cup",Pakistan,271,9,Mohammad Wasim Jr,10,1,50,2,0,4,5
2023,26th Match ,27-October-2023,MA Chidambaram Stadium, Chennai,Pakistan vs South Africa,"26th Match (D/N), Chennai, October 27, 2023,
ICC Cricket World Cup",Pakistan,271,9,Usama Mir,8,0,45,2,0,1,5.6
2023,27th Match,28-October-2023,Himachal Pradesh Cricket Association Stadium, Dharamsala,Australia vs New Zealand,"27th Match, Dharamsala, October 28, 2023,
ICC Cricket World Cup",New Zealand,388,10,Matt Henry,6.2,0,67,1,2,2,10.6
2023,27th Match,28-October-2023,Himachal Pradesh Cricket Association Stadium, Dharamsala,Australia vs New Zealand,"27th Match, Dharamsala, October 28, 2023,
ICC Cricket World Cup",New Zealand,388,10,Trent Boult,10,0,77,3,0,3,7.7
2023,27th Match,28-October-2023,Himachal Pradesh Cricket Association Stadium, Dharamsala,Australia vs New Zealand,"27th Match, Dharamsala, October 28, 2023,
ICC Cricket World Cup",New Zealand,388,10,Lockie Ferguson,3,0,38,0,0,0,12.7
